"","rxn","name","ec","tc","qseqid","pident","evalue","bitscore","qcovs","stitle","sstart","send","pathway","status","pathway.status","complex","exception","complex.status","seed","weight"
"63","ALARACECAT-RXN","alanine racemase","5.1.1.10/5.1.1.1",NA,"UniRef90_O86786",55.114,8.75e-99,319,90,"gnl_DSMZ_unitig_0_quiver_consensus",2486657,2485617,"|ALADEG-PWY|","good_blast",NA,NA,0,1,"rxn00283",0.005
"64","ALARACECAT-RXN","alanine racemase","5.1.1.10/5.1.1.1",NA,"UniRef90_O86786",55.114,8.75e-99,319,90,"gnl_DSMZ_unitig_0_quiver_consensus",2486657,2485617,"|ALADEG-PWY|","good_blast",NA,NA,0,1,"rxn00417",0.005
"65","ALARACECAT-RXN","alanine racemase","5.1.1.10/5.1.1.1",NA,"UniRef90_O86786",55.114,8.75e-99,319,90,"gnl_DSMZ_unitig_0_quiver_consensus",2486657,2485617,"|ALADEG-PWY|","good_blast",NA,NA,0,1,"rxn00425",0.005
"66","ALARACECAT-RXN","alanine racemase","5.1.1.10/5.1.1.1",NA,"UniRef90_O86786",55.114,8.75e-99,319,90,"gnl_DSMZ_unitig_0_quiver_consensus",2486657,2485617,"|ALADEG-PWY|","good_blast",NA,NA,0,1,"rxn00472",0.005
"67","ALARACECAT-RXN","alanine racemase","5.1.1.10/5.1.1.1",NA,"UniRef90_O86786",55.114,8.75e-99,319,90,"gnl_DSMZ_unitig_0_quiver_consensus",2486657,2485617,"|ALADEG-PWY|","good_blast",NA,NA,0,1,"rxn00652",0.005
"68","ALARACECAT-RXN","alanine racemase","5.1.1.10/5.1.1.1",NA,"UniRef90_O86786",55.114,8.75e-99,319,90,"gnl_DSMZ_unitig_0_quiver_consensus",2486657,2485617,"|ALADEG-PWY|","good_blast",NA,NA,0,1,"rxn05955",0.005
"69","ALARACECAT-RXN","alanine racemase","5.1.1.10/5.1.1.1",NA,"UniRef90_O86786",55.114,8.75e-99,319,90,"gnl_DSMZ_unitig_0_quiver_consensus",2486657,2485617,"|ALADEG-PWY|","good_blast",NA,NA,0,1,"rxn19158",0.005
"70","VALINE-PYRUVATE-AMINOTRANSFER-RXN","valine-pyruvate aminotransferase","2.6.1.66",NA,"UniRef90_P96847",51.662,1.73e-109,350,98,"gnl_DSMZ_unitig_0_quiver_consensus",195977,197143,"|ALANINE-VALINESYN-PWY|","good_blast",NA,NA,0,1,"rxn00904",0.005
"71","VALINE-PYRUVATE-AMINOTRANSFER-RXN","valine-pyruvate aminotransferase","2.6.1.66",NA,"UniRef90_P96847",51.662,1.73e-109,350,98,"gnl_DSMZ_unitig_0_quiver_consensus",195977,197143,"|ALANINE-VALINESYN-PWY|","good_blast",NA,NA,0,1,"rxn33939",0.005
"72","RXN-12444","FMN reductase","1.5.1.38",NA,"UniRef90_O31038",39.61,4.6e-29,109,78,"gnl_DSMZ_unitig_0_quiver_consensus",99750,99295,"|ALKANEMONOX-PWY|","bad_blast",NA,NA,0,NA,"rxn03975",60.6686333333333
"73","GLUTAMINESYN-RXN","glutamine synthetase","6.3.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn00187",0.005
"74","GLUTAMINESYN-RXN","glutamine synthetase","6.3.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn30022",0.005
"75","GLUTAMINESYN-RXN","glutamine synthetase","6.3.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn31278",0.005
"76","GLUTAMINESYN-RXN","glutamine synthetase","6.3.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn31279",0.005
"77","GLUTAMINESYN-RXN","glutamine synthetase","6.3.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn33952",0.005
"78","GLUTAMIN-RXN","glutaminase","3.5.1.38/3.5.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn00189",0.005
"79","GLUTAMIN-RXN","glutaminase","3.5.1.38/3.5.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn00342",0.005
"80","GLUTAMIN-RXN","glutaminase","3.5.1.38/3.5.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn00347",0.005
"81","GLUTAMIN-RXN","glutaminase","3.5.1.38/3.5.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn01153",0.005
"82","GLUTAMIN-RXN","glutaminase","3.5.1.38/3.5.1.2",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMASSIM-PWY|","good_blast",NA,NA,0,1,"rxn29962",0.005
"83","AMONITRO-RXN","ammonia monooxygenase","1.14.99.39",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMOXID-PWY|","good_blast",NA,NA,0,1,"rxn14010",0.005
"84","AMONITRO-RXN","ammonia monooxygenase","1.14.99.39",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMOXID-PWY|","good_blast",NA,NA,0,1,"rxn16361",0.005
"85","AMONITRO-RXN","ammonia monooxygenase","1.14.99.39",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMOXID-PWY|","good_blast",NA,NA,0,1,"rxn19165",0.005
"86","AMONITRO-RXN","ammonia monooxygenase","1.14.99.39",NA,"UniRef90_A0R079",66.667,0,691,99,"gnl_DSMZ_unitig_0_quiver_consensus",1291007,1289595,"|AMMOXID-PWY|","good_blast",NA,NA,0,1,"rxn90090",0.005
"87","F16ALDOLASE-RXN","fructose-bisphosphate aldolase","4.1.2.13/4.1.2.7",NA,"UniRef90_Q8K9B2",36.471,2.55e-63,215,94,"gnl_DSMZ_unitig_0_quiver_consensus",197993,198970,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00786",0.005
"88","F16ALDOLASE-RXN","fructose-bisphosphate aldolase","4.1.2.13/4.1.2.7",NA,"UniRef90_Q8K9B2",36.471,2.55e-63,215,94,"gnl_DSMZ_unitig_0_quiver_consensus",197993,198970,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn01334",0.005
"89","F16ALDOLASE-RXN","fructose-bisphosphate aldolase","4.1.2.13/4.1.2.7",NA,"UniRef90_Q8K9B2",36.471,2.55e-63,215,94,"gnl_DSMZ_unitig_0_quiver_consensus",197993,198970,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn01870",0.005
"90","F16ALDOLASE-RXN","fructose-bisphosphate aldolase","4.1.2.13/4.1.2.7",NA,"UniRef90_Q8K9B2",36.471,2.55e-63,215,94,"gnl_DSMZ_unitig_0_quiver_consensus",197993,198970,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn15116",0.005
"91","F16ALDOLASE-RXN","fructose-bisphosphate aldolase","4.1.2.13/4.1.2.7",NA,"UniRef90_Q8K9B2",36.471,2.55e-63,215,94,"gnl_DSMZ_unitig_0_quiver_consensus",197993,198970,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn28981",0.005
